Date,Reagent.Date,Run,Type,Well,ID
20191104,20191104,1,,H10,1073
20191104,20191104,1,,H11,1089
20191104,20191104,1,,H12,1089
20191104,20191104,2,,A1,1413
20191104,20191104,2,,A2,1413
20191104,20191104,2,,A3,1483
20191104,20191104,2,,A4,1483
20191104,20191104,2,,A5,869
20191104,20191104,2,,A6,869
20191104,20191104,2,,A7,1566
20191104,20191104,2,,A8,1566
20191104,20191104,2,,A9,1289
20191104,20191104,2,,A10,1289
20191104,20191104,2,,A11,1477
20191104,20191104,2,,A12,1477
20191104,20191104,2,,B1,1417
20191104,20191104,2,,B2,1417
20191104,20191104,2,,B3,1573
20191104,20191104,2,,B4,1573
20191104,20191104,2,,B5,1301
20191104,20191104,2,,B6,1301
20191104,20191104,2,,B7,1093
20191104,20191104,2,,B8,1093
20191104,20191104,2,,B9,1029
20191104,20191104,2,,B10,1029
20191104,20191104,2,,B11,365
20191104,20191104,2,,B12,365
20191104,20191104,2,,C1,57
20191104,20191104,2,,C2,57
20191104,20191104,2,,C3,193
20191104,20191104,2,,C4,193
20191104,20191104,2,,C5,349
20191104,20191104,2,,C6,349
20191104,20191104,2,,C7,49
20191104,20191104,2,,C8,49
20191104,20191104,2,,C9,337
20191104,20191104,2,,C10,337
20191104,20191104,2,,C11,341
20191104,20191104,2,,C12,341
20191104,20191104,2,,D1,181
20191104,20191104,2,,D2,181
20191104,20191104,2,,D3,53
20191104,20191104,2,,D4,53
20191104,20191104,2,,D5,1121
20191104,20191104,2,,D6,1121
20191104,20191104,2,,D7,1450
20191104,20191104,2,,D8,1450
20191104,20191104,2,,D9,1461
20191104,20191104,2,,D10,1461
20191104,20191104,2,,D11,1540
20191104,20191104,2,,D12,1540
20191104,20191104,2,,E1,1245
20191104,20191104,2,,E2,1245
20191104,20191104,2,,E3,1261
20191104,20191104,2,,E4,1261
20191104,20191104,2,,E5,1575
20191104,20191104,2,,E6,1575
20191104,20191104,2,,E7,197
20191104,20191104,2,,E8,197
20191104,20191104,2,,E9,61
20191104,20191104,2,,E10,61
20191104,20191104,2,,E11,1161
20191104,20191104,2,,E12,1161
20191104,20191104,2,,F1,1217
20191104,20191104,2,,F2,1217
20191104,20191104,2,,F3,877
20191104,20191104,2,,F4,877
20191104,20191104,2,,F5,909
20191104,20191104,2,,F6,909
20191104,20191104,2,,F7,1085
20191104,20191104,2,,F8,1085
20191104,20191104,2,,F9,213
20191104,20191104,2,,F10,213
20191104,20191104,2,,F11,185
20191104,20191104,2,,F12,185
20191104,20191104,2,,G1,361
20191104,20191104,2,,G2,361
20191104,20191104,2,,G3,353
20191104,20191104,2,,G4,353
20191104,20191104,2,,G5,333
20191104,20191104,2,,G6,333
20191104,20191104,2,,G7,321
20191104,20191104,2,,G8,321
20191104,20191104,2,,G9,77
20191104,20191104,2,,G10,77
20191104,20191104,2,,G11,205
20191104,20191104,2,,G12,205
20191104,20191104,2,,H1,1045
20191104,20191104,2,,H2,1045
20191104,20191104,2,,H3,NA
20191104,20191104,2,,H4,NA
20191104,20191104,2,,H5,NA
20191104,20191104,2,,H6,NA
20191104,20191104,2,,H7,NA
20191104,20191104,2,,H8,NA
20191104,20191104,2,,H9,NA
20191104,20191104,2,,H10,NA
20191104,20191104,2,,H11,NA
20191104,20191104,2,,H12,NA
20191216,20191216,1,Standard,A1,A
20191216,20191216,1,Standard,A2,A
20191216,20191216,1,Standard,A3,B
20191216,20191216,1,Standard,A4,B
20191216,20191216,1,Standard,A5,C
20191216,20191216,1,Standard,A6,C
20191216,20191216,1,Standard,A7,D
20191216,20191216,1,Standard,A8,D
20191216,20191216,1,Standard,A9,E
20191216,20191216,1,Standard,A10,E
20191216,20191216,1,Standard,A11,F
20191216,20191216,1,Standard,A12,F
20191216,20191216,1,Standard,B1,G
20191216,20191216,1,Standard,B2,G
20191216,20191216,1,Standard,B3,H
20191216,20191216,1,Standard,B4,H
20191216,20191216,1,Standard,B5,I
20191216,20191216,1,Standard,B6,I
20191216,20191216,1,,B7,442
20191216,20191216,1,,B8,442
20191216,20191216,1,,B9,427
20191216,20191216,1,,B10,427
20191216,20191216,1,,B11,421
20191216,20191216,1,,B12,421
20191216,20191216,1,,C1,1525
20191216,20191216,1,,C2,1525
20191216,20191216,1,,C3,377
20191216,20191216,1,,C4,377
20191216,20191216,1,,C5,446
20191216,20191216,1,,C6,446
20191216,20191216,1,,C7,399
20191216,20191216,1,,C8,399
20191216,20191216,1,,C9,373
20191216,20191216,1,,C10,373
20191216,20191216,1,,C11,1516
20191216,20191216,1,,C12,1516
20191216,20191216,1,,D1,450
20191216,20191216,1,,D2,450
20191216,20191216,1,,D3,1588
20191216,20191216,1,,D4,1588
20191216,20191216,1,,D5,382
20191216,20191216,1,,D6,382
20191216,20191216,1,,D7,387
20191216,20191216,1,,D8,387
20191216,20191216,1,,D9,410
20191216,20191216,1,,D10,410
20191216,20191216,1,,D11,431
20191216,20191216,1,,D12,431
20191216,20191216,1,,E1,1618
20191216,20191216,1,,E2,1618
20191216,20191216,1,,E3,437
20191216,20191216,1,,E4,437
20191216,20191216,1,,E5,394
20191216,20191216,1,,E6,394
20191216,20191216,1,,E7,415
20191216,20191216,1,,E8,415
20191216,20191216,1,,E9,433
20191216,20191216,1,,E10,433
20191216,20191216,1,,E11,369
20191216,20191216,1,,E12,369
20191216,20191216,1,,F1,454
20191216,20191216,1,,F2,454
20191216,20191216,1,,F3,418
20191216,20191216,1,,F4,418
20191216,20191216,1,,F5,459
20191216,20191216,1,,F6,459
20191216,20191216,1,,F7,1530
20191216,20191216,1,,F8,1530
20191216,20191216,1,,F9,1591
20191216,20191216,1,,F10,1591
20191216,20191216,1,,F11,1458
20191216,20191216,1,,F12,1458
20191216,20191216,1,,G1,1614
20191216,20191216,1,,G2,1614
20191216,20191216,1,,G3,1507
20191216,20191216,1,,G4,1507
20191216,20191216,1,,G5,1548
20191216,20191216,1,,G6,1548
20191216,20191216,1,,G7,1639
20191216,20191216,1,,G8,1639
20191216,20191216,1,,G9,1650
20191216,20191216,1,,G10,1650
20191216,20191216,1,,G11,1497
20191216,20191216,1,,G12,1497
20191216,20191216,1,,H1,1503
20191216,20191216,1,,H2,1503
20191216,20191216,1,,H3,461
20191216,20191216,1,,H4,461
20191216,20191216,1,,H5,401
20191216,20191216,1,,H6,401
20191216,20191216,1,,H7,1626
20191216,20191216,1,,H8,1626
20191216,20191216,1,,H9,1570
20191216,20191216,1,,H10,1570
20191216,20191216,1,,H11,1596
20191216,20191216,1,,H12,1596
20191216,20191216,2,,A1,1536
20191216,20191216,2,,A2,1536
20191216,20191216,2,,A3,406
20191216,20191216,2,,A4,406
20191216,20191216,2,,A5,1555
20191216,20191216,2,,A6,1555
20191216,20191216,2,,A7,1453
20191216,20191216,2,,A8,1453
20191216,20191216,2,,A9,391
20191216,20191216,2,,A10,391
20191216,20191216,2,,A11,1648
20191216,20191216,2,,A12,1648
20191216,20191216,2,,B1,1533
20191216,20191216,2,,B2,1533
20191216,20191216,2,,B3,1633
20191216,20191216,2,,B4,1633
20191216,20191216,2,,B5,1468
20191216,20191216,2,,B6,1468
20191216,20191216,2,,B7,1644
20191216,20191216,2,,B8,1644
20191216,20191216,2,,B9,1546
20191216,20191216,2,,B10,1546
20191216,20191216,2,,B11,1438
20191216,20191216,2,,B12,1438
20191216,20191216,2,,C1,1599
20191216,20191216,2,,C2,1599
20191216,20191216,2,,C3,1492
20191216,20191216,2,,C4,1492
20191216,20191216,2,,C5,1558
20191216,20191216,2,,C6,1558
20191216,20191216,2,,C7,1494
20191216,20191216,2,,C8,1494
20191216,20191216,2,,C9,1585
20191216,20191216,2,,C10,1585
20191216,20191216,2,,C11,1563
20191216,20191216,2,,C12,1563
20191216,20191216,2,,D1,1561
20191216,20191216,2,,D2,1561
20191216,20191216,2,,D3,1624
20191216,20191216,2,,D4,1624
20191216,20191216,2,,D5,1470
20191216,20191216,2,,D6,1470
20191216,20191216,2,,D7,1542
20191216,20191216,2,,D8,1542
20191216,20191216,2,,D9,1594
20191216,20191216,2,,D10,1594
20191216,20191216,2,,D11,1479
20191216,20191216,2,,D12,1479
20191216,20191216,2,,E1,1579
20191216,20191216,2,,E2,1579
20191216,20191216,2,,E3,1513
20191216,20191216,2,,E4,1513
20191216,20191216,2,,E5,1456
20191216,20191216,2,,E6,1456
20191216,20191216,2,,E7,1620
20191216,20191216,2,,E8,1620
20191216,20191216,2,,E9,1602
20191216,20191216,2,,E10,1602
20191216,20191216,2,,E11,1441
20191216,20191216,2,,E12,1441
20191216,20191216,2,,F1,1519
20191216,20191216,2,,F2,1519
20191216,20191216,2,,F3,1473
20191216,20191216,2,,F4,1473
20191216,20191216,2,,F5,1629
20191216,20191216,2,,F6,1629
20191216,20191216,2,,F7,1501
20191216,20191216,2,,F8,1501
20191216,20191216,2,,F9,1486
20191216,20191216,2,,F10,1486
20191216,20191216,2,,F11,1522
20191216,20191216,2,,F12,1522
20191216,20191216,2,,G1,1642
20191216,20191216,2,,G2,1642
20191216,20191216,2,,G3,1465
20191216,20191216,2,,G4,1465
20191216,20191216,2,,G5,1509
20191216,20191216,2,,G6,1509
20191216,20191216,2,,G7,1581
20191216,20191216,2,,G8,1581
20191216,20191216,2,,G9,327
20191216,20191216,2,,G10,327
20191216,20191216,2,,G11,NA
20191216,20191216,2,,G12,NA
20191216,20191216,2,,H1,NA
20191216,20191216,2,,H2,NA
20191216,20191216,2,,H3,NA
20191216,20191216,2,,H4,NA
20191216,20191216,2,,H5,NA
20191216,20191216,2,,H6,NA
20191216,20191216,2,,H7,NA
20191216,20191216,2,,H8,NA
20191216,20191216,2,,H9,NA
20191216,20191216,2,,H10,NA
20191216,20191216,2,,H11,NA
20191216,20191216,2,,H12,NA
20200108,20200108,1,Standard,A1,A
20200108,20200108,1,Standard,A2,A
20200108,20200108,1,Standard,A3,B
20200108,20200108,1,Standard,A4,B
20200108,20200108,1,Standard,A5,C
20200108,20200108,1,Standard,A6,C
20200108,20200108,1,Standard,A7,D
20200108,20200108,1,Standard,A8,D
20200108,20200108,1,Standard,A9,E
20200108,20200108,1,Standard,A10,E
20200108,20200108,1,Standard,A11,F
20200108,20200108,1,Standard,A12,F
20200108,20200108,1,Standard,B1,G
20200108,20200108,1,Standard,B2,G
20200108,20200108,1,Standard,B3,H
20200108,20200108,1,Standard,B4,H
20200108,20200108,1,Standard,B5,I
20200108,20200108,1,Standard,B6,I
20200108,20200108,1,,B7,1636
20200108,20200108,1,,B8,1636
20200108,20200108,1,,B9,1476
20200108,20200108,1,,B10,1476
20200108,20200108,1,,B11,1587
20200108,20200108,1,,B12,1587
20200108,20200108,1,,C1,1564
20200108,20200108,1,,C2,1564
20200108,20200108,1,,C3,449
20200108,20200108,1,,C4,449
20200108,20200108,1,,C5,351
20200108,20200108,1,,C6,351
20200108,20200108,1,,C7,338
20200108,20200108,1,,C8,338
20200108,20200108,1,,C9,1606
20200108,20200108,1,,C10,1606
20200108,20200108,1,,C11,1551
20200108,20200108,1,,C12,1551
20200108,20200108,1,,D1,358
20200108,20200108,1,,D2,358
20200108,20200108,1,,D3,1437
20200108,20200108,1,,D4,1437
20200108,20200108,1,,D5,NA
20200108,20200108,1,,D6,NA
20200108,20200108,1,,D7,NA
20200108,20200108,1,,D8,NA
20200108,20200108,1,,D9,NA
20200108,20200108,1,,D10,NA
20200108,20200108,1,,D11,NA
20200108,20200108,1,,D12,NA
20200108,20200108,1,,E1,NA
20200108,20200108,1,,E2,NA
20200108,20200108,1,,E3,NA
20200108,20200108,1,,E4,NA
20200108,20200108,1,,E5,NA
20200108,20200108,1,,E6,NA
20200108,20200108,1,,E7,NA
20200108,20200108,1,,E8,NA
20200108,20200108,1,,E9,NA
20200108,20200108,1,,E10,NA
20200108,20200108,1,,E11,NA
20200108,20200108,1,,E12,NA
20200108,20200108,1,,F1,NA
20200108,20200108,1,,F2,NA
20200108,20200108,1,,F3,NA
20200108,20200108,1,,F4,NA
20200108,20200108,1,,F5,NA
20200108,20200108,1,,F6,NA
20200108,20200108,1,,F7,NA
20200108,20200108,1,,F8,NA
20200108,20200108,1,,F9,NA
20200108,20200108,1,,F10,NA
20200108,20200108,1,,F11,NA
20200108,20200108,1,,F12,NA
20200108,20200108,1,,G1,NA
20200108,20200108,1,,G2,NA
20200108,20200108,1,,G3,NA
20200108,20200108,1,,G4,NA
20200108,20200108,1,,G5,NA
20200108,20200108,1,,G6,NA
20200108,20200108,1,,G7,NA
20200108,20200108,1,,G8,NA
20200108,20200108,1,,G9,NA
20200108,20200108,1,,G10,NA
20200108,20200108,1,,G11,NA
20200108,20200108,1,,G12,NA
20200108,20200108,1,,H1,NA
20200108,20200108,1,,H2,NA
20200108,20200108,1,,H3,NA
20200108,20200108,1,,H4,NA
20200108,20200108,1,,H5,NA
20200108,20200108,1,,H6,NA
20200108,20200108,1,,H7,NA
20200108,20200108,1,,H8,NA
20200108,20200108,1,,H9,NA
20200108,20200108,1,,H10,NA
20200108,20200108,1,,H11,NA
20200108,20200108,1,,H12,NA
