Measurement Name :,20190723_resp_1_pre,,Generated On :,"23/07/2019, 16:53:53",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.07.19 16:46:54,25.37,67.16,235.81,103.43,89.65,236.96,95.53,72.88,87.37,137.85,234.27,142.34,111.41,232.73,99.14,38.47,107.08,67.47,125.88,133.39,79.61,127.24,134.76,132.02,106.08,,18,968,29,18.63,
23.07.19 16:47:09,25.62,66.2,235.42,102.44,88.67,236.58,94.22,71.29,86.07,137.85,233.5,140.96,110.07,232.73,100.13,37.85,105.75,66.84,124.87,132.7,78.97,128.95,133.39,131.68,104.75,,18,968,29,18.64,
23.07.19 16:47:24,25.87,65.89,235.04,102.11,88.02,236.19,93.56,70.01,85.75,137.51,233.88,139.92,109.74,232.73,100.79,36.93,104.75,66.2,123.85,132.7,78.65,127.24,133.05,131.34,103.76,,18,968,29,18.64,
23.07.19 16:47:39,26.12,64.62,235.81,101.78,87.37,236.58,92.91,69.7,85.1,138.2,233.88,139.58,109.4,232.73,100.79,36.93,104.42,65.89,123.85,132.7,78.65,125.88,132.7,130.65,102.77,,18,968,29,18.65,
23.07.19 16:47:54,26.37,64.31,236.19,101.45,87.05,236.58,92.58,69.06,84.78,137.51,233.5,140.96,109.4,232.34,101.45,36.63,103.76,64.94,123.17,132.36,78.65,126.22,132.7,130.99,102.44,,18,968,29,18.64,
23.07.19 16:48:09,26.62,63.67,235.42,100.46,86.07,236.96,91.93,68.42,83.81,137.16,233.88,139.58,109.4,232.73,101.12,35.71,103.1,63.99,122.16,132.36,78.33,126.56,132.36,130.65,101.45,,18,968,29,18.64,
23.07.19 16:48:24,26.87,63.36,235.81,100.46,85.75,236.96,91.93,67.16,83.16,136.82,233.88,139.23,109.74,232.73,100.13,35.1,102.11,63.67,121.14,132.36,78.33,123.85,132.02,130.65,100.79,,18,968,29,18.64,
23.07.19 16:48:39,27.12,62.73,235.42,99.47,84.45,235.81,90.95,65.25,82.19,136.48,233.5,137.16,108.74,232.34,99.8,34.49,101.12,63.04,120.47,132.02,78.01,126.22,131.68,130.65,99.47,,18,968,29,18.64,
23.07.19 16:48:54,27.37,62.41,236.19,98.81,84.78,236.19,90.3,64.94,81.55,136.48,233.5,137.51,108.07,232.34,99.47,33.88,100.13,62.1,119.79,131.68,77.36,124.19,131.34,130.99,99.14,,18,968,29,18.65,
23.07.19 16:49:09,27.62,63.36,235.42,97.49,83.81,236.58,90.95,63.67,80.9,135.79,233.88,137.16,108.07,233.11,100.13,32.96,99.14,60.21,119.12,131.34,76.08,121.82,131.34,131.68,98.48,,18,968,29,18.64,
23.07.19 16:49:24,27.87,61.78,235.42,96.84,82.51,235.81,89.97,62.41,80.26,135.79,233.5,136.82,107.41,232.73,99.8,32.36,98.81,58.95,118.45,130.31,74.8,124.87,130.31,131.34,97.49,,18,968,29,18.64,
23.07.19 16:49:39,28.12,60.84,235.81,96.18,82.51,236.19,89.65,61.47,77.68,134.42,233.5,136.48,107.74,232.34,99.47,30.23,97.82,58.32,117.77,129.97,74.16,121.48,129.63,130.99,97.49,,18,968,29,18.64,
23.07.19 16:49:54,28.37,59.89,235.42,95.53,82.51,236.19,88.67,60.52,75.76,135.1,233.88,136.13,108.07,232.73,99.47,30.23,97.49,57.38,117.77,128.95,72.56,120.13,128.61,130.65,97.17,,18,968,29,18.64,
23.07.19 16:50:09,28.62,58.95,235.04,94.54,81.22,236.58,89,59.89,74.16,134.07,233.88,135.79,107.41,232.73,98.15,29.32,96.51,56.13,117.1,128.61,72.56,119.46,127.24,130.65,95.53,,18,968,29,18.64,
23.07.19 16:50:24,28.87,58.32,235.81,93.23,80.58,236.58,88.02,59.58,73.2,133.73,233.5,135.45,107.41,231.19,98.81,28.71,95.85,56.13,117.1,128.27,72.24,121.48,127.92,131.34,94.87,,18,968,29,18.64,
23.07.19 16:50:39,29.12,57.69,235.04,91.93,79.93,237.35,87.05,58.64,72.24,133.05,233.88,134.76,106.74,231.19,98.15,28.41,94.87,55.19,116.09,128.27,71.29,117.44,128.27,130.99,93.89,,18,968,29,18.65,
23.07.19 16:50:54,29.37,57.38,235.42,90.62,78.97,236.96,86.4,58.01,70.65,132.36,233.88,134.07,105.75,234.65,97.49,27.5,93.56,54.25,116.09,127.58,70.97,117.1,128.27,130.99,92.91,,18,968,29,18.65,
23.07.19 16:51:09,29.62,57.07,235.81,89.97,78.33,236.19,86.4,57.07,69.7,131.68,233.88,133.05,105.08,233.88,97.17,25.99,93.23,53.31,116.43,127.92,70.97,118.45,127.24,131.34,92.25,,18,968,29,18.65,
23.07.19 16:51:24,29.87,55.81,235.04,89.65,77.36,235.81,85.42,56.44,68.42,130.99,233.5,132.7,104.42,232.34,96.18,25.38,92.25,52.69,116.76,127.58,70.01,116.76,126.22,130.99,91.6,,18,968,29,18.64,
23.07.19 16:51:39,30.12,55.19,235.04,89,76.4,236.58,84.45,55.81,67.47,130.31,233.5,132.7,103.76,234.65,97.17,24.78,91.28,52.07,115.76,127.58,69.38,115.42,126.22,131.34,90.95,,18,968,29,18.64,
23.07.19 16:51:54,30.37,54.25,235.81,88.34,75.44,236.58,83.81,55.81,66.2,129.63,233.5,133.05,103.1,234.65,97.17,24.48,90.3,52.07,116.09,127.24,67.16,113.41,124.87,130.99,90.3,,18,968,29,18.64,
23.07.19 16:52:09,30.62,53,236.19,87.69,75.12,237.35,83.16,55.5,64.94,130.31,233.88,133.05,102.44,235.04,97.82,24.17,89.97,51.76,115.09,126.9,66.2,114.08,124.19,131.34,89.97,,18,968,29,18.65,
23.07.19 16:52:24,30.87,51.44,235.42,86.4,74.16,235.81,81.87,54.56,64.31,128.61,233.11,132.36,101.12,233.11,97.17,23.57,88.67,50.51,113.75,126.22,64.94,114.42,123.51,130.99,89.32,,18,968,29,18.65,
23.07.19 16:52:39,31.12,52.07,235.81,86.07,74.16,236.96,82.84,54.56,63.99,128.27,233.5,133.39,101.45,233.88,95.85,24.17,88.34,50.51,113.08,126.56,63.99,114.75,123.51,130.99,89,,18,968,29,18.65,
23.07.19 16:52:54,31.37,51.76,236.19,85.1,73.2,236.19,82.84,53.63,63.04,128.27,233.88,133.39,99.8,235.81,95.2,23.27,87.05,49.89,112.41,125.88,62.73,112.41,122.5,130.65,88.34,,18,968,29,18.64,
23.07.19 16:53:09,31.62,50.51,235.81,83.81,72.24,236.19,82.19,52.69,61.47,127.24,233.88,133.39,98.81,234.27,94.22,22.67,85.75,49.58,111.07,125.21,60.52,111.74,120.81,129.97,88.02,,18,968,29,18.65,
23.07.19 16:53:24,31.87,50.82,236.19,83.81,72.88,236.19,81.87,51.76,60.84,126.9,233.5,132.7,98.15,234.65,93.23,21.76,85.42,49.27,110.07,124.87,59.58,113.41,119.12,129.29,87.05,,18,968,29,18.64,
