Date,Calib.Date,Timepoint,Type,Time,Sample.ID,Treatment,Temperature,pH.MV,Salinity,Notes
20190703,20190703,Initial,Tray,13:00,H2_T2,tray.Ambient,16.5617,-43.9,29.43,ambient parental
20190709,20190709,Initial,Header,10:00,T5,con.Elevated,16.3646,-16.4,28.91,
20190709,20190709,Initial,Header,10:00,T7,con.Ambient,15.4553,-44.4,28.96,
20190709,20190709,Initial,Tray,10:00,H1_T1,tray.Elevated,16.9942,-12.2,29.08,
20190709,20190709,Initial,Tray,10:00,H1_T2,tray.Ambient,16.1984,-35.1,28.99,
20190709,20190709,Initial,Tray,10:00,H1_T3,tray.Elevated,16.777,-12.7,29.02,
20190709,20190709,Initial,Tray,10:00,H1_T4,tray.Ambient,16.2048,-36,29.02,
20190709,20190709,Initial,Tray,10:00,H1_T5,tray.Elevated,16.6968,-12.6,29.04,
20190709,20190709,Initial,Tray,10:00,H1_T6,tray.Ambient,16.1299,-37,29.02,
20190709,20190709,Initial,Tray,10:00,H1_T7,tray.Elevated,16.7727,-4.9,29.07,
20190709,20190709,Initial,Tray,10:00,H1_T8,tray.Ambient,16.186,-37.8,29.04,
20190709,20190709,Initial,Tray,10:00,H2_T3,tray.Ambient,15.7172,-42.9,28.95,elevated parental
20190709,20190709,Initial,Tray,10:00,H2_T5,tray.Ambient,16.1364,-37.6,28.94,elevated parental
20190709,20190709,Initial,Tray,10:00,H2_T7,tray.Ambient,16.0238,-36.1,28.98,ambient parental
20190709,20190709,Initial,Tray,10:00,H2_T1,tray.Ambient,16.0824,-35,28.97,ambient parental
20190709,20190709,Initial,Tray,10:00,H2_T6,tray.Ambient,16.1901,-34.8,29.03,elevated parental
20190709,20190709,Initial,Tray,10:00,H2_T2,tray.Ambient,16.2024,-34.4,29.06,ambient parental
20190709,20190709,Initial,Header,10:00,T0,Ambient.headtank,16.4331,-45.9,29.01,
20190709,20190709,Initial,Header,10:00,T1,Severe.headtank,16.3999,1.4,29.08,
20190709,20190709,Initial,Header,10:00,T2,Moderate.headtank,16.3635,-12.5,28.99,
20190709,20190709,Initial,Header,10:00,T1_tank,Severe.headtank,17.2165,0.1,29.08,
20190709,20190709,Initial,Header,10:00,T2_tank,Moderate.headtank,17.205,-12.3,28.99,
20190714,20190714,Initial,Cup,10:00,1,tank.Moderate,16.5,-13.5,29.07,used cooper temperature probe - Fisher out of battery
20190714,20190714,Initial,Cup,10:00,2,tank.Moderate,16.5,-12.1,29.12,
20190714,20190714,Initial,Cup,10:00,3,tank.Moderate,16.5,-11.7,29.09,
20190714,20190714,Initial,Cup,10:00,4,tank.Moderate,16.5,-12.9,29.11,
20190714,20190714,Initial,Cup,10:00,5,tank.Moderate,16.5,-13.4,29.14,
20190714,20190714,Initial,Cup,10:00,6,tank.Moderate,16.5,-13.2,29.13,
20190714,20190714,Initial,Cup,10:00,7,tank.Moderate,16.5,-13,29.15,
20190714,20190714,Initial,Cup,10:00,8,tank.Moderate,16.5,-12.4,29.18,
20190714,20190714,Initial,Cup,10:00,9,tank.Moderate,16.5,-10.7,29.18,
20190714,20190714,Initial,Cup,11:00,10,tank.Moderate,16.5,-11.5,29.17,
20190714,20190714,Initial,Cup,11:00,11,tank.Moderate,16.5,-12.1,29.16,
20190714,20190714,Initial,Cup,11:00,12,tank.Moderate,16.5,-12,29.07,
20190714,20190714,Initial,Cup,11:00,13,tank.Severe,16.5,1.5,29.19,
20190714,20190714,Initial,Cup,11:00,14,tank.Severe,16.5,1.4,29.18,
20190714,20190714,Initial,Cup,11:00,15,tank.Severe,16.5,1.7,29.18,
20190714,20190714,Initial,Cup,11:00,16,tank.Severe,16.5,2.1,29.16,
20190714,20190714,Initial,Cup,11:00,17,tank.Severe,16.5,1.5,29.18,
20190714,20190714,Initial,Cup,11:00,18,tank.Severe,16.5,0.4,29.18,
20190714,20190714,Initial,Cup,11:00,19,tank.Severe,16.5,1.2,29.17,
20190714,20190714,Initial,Cup,11:00,20,tank.Severe,16.5,1.6,29.18,
20190714,20190714,Initial,Cup,11:00,21,tank.Severe,16.5,1.5,29.18,
20190714,20190714,Initial,Cup,11:00,22,tank.Severe,16.5,1.8,29.16,
20190714,20190714,Initial,Cup,11:00,23,tank.Severe,16.5,0.5,29.2,
20190714,20190714,Initial,Cup,11:00,24,tank.Severe,16.5,1.2,29.19,
20190714,20190714,Initial,Cup,11:00,25,tank.Ambient,16.5,-38.8,29.16,
20190714,20190714,Initial,Cup,11:00,26,tank.Ambient,16.5,-40,29.18,
20190714,20190714,Initial,Cup,11:00,27,tank.Ambient,16.5,-40.3,29.18,
20190714,20190714,Initial,Cup,11:00,28,tank.Ambient,16.5,-41.2,29.15,
20190714,20190714,Initial,Cup,11:00,29,tank.Ambient,16.5,-40.9,29.21,
20190714,20190714,Initial,Cup,11:00,30,tank.Ambient,16.5,-41.3,29.19,
20190714,20190714,Initial,Cup,11:00,31,tank.Ambient,16.5,-40.8,29.19,
20190714,20190714,Initial,Cup,11:00,32,tank.Ambient,16.5,-40,29.19,
20190714,20190714,Initial,Cup,11:00,33,tank.Ambient,16.5,-41.6,29.12,
20190714,20190714,Initial,Cup,11:00,34,tank.Ambient,16.5,-41,29.17,
20190714,20190714,Initial,Cup,11:00,35,tank.Ambient,16.5,-39.8,29.18,
20190714,20190714,Initial,Cup,11:00,36,tank.Ambient,16.5,-40.6,29.2,
20190714,20190714,Initial,Header,11:00,T0,Ambient.headtank,16,-44.9,29.15,
20190714,20190714,Initial,Header,11:00,T1,Moderate.headtank,16,-0.4,29.18,
20190714,20190714,Initial,Header,11:00,T2,Severe.headtank,15.9,-13,29.2,
20190716,20190716,Initial,Cup,9:00,5,tank.Moderate,16.883,-8.4,29.09,
20190716,20190716,Initial,Cup,9:00,11,tank.Moderate,16.915,-7.3,29.11,
20190716,20190716,Initial,Cup,9:00,7,tank.Moderate,16.933,-7.7,29.09,
20190716,20190716,Initial,Header,9:00,T2,Moderate.headtank,16.477,-9.2,29.11,
20190716,20190716,Initial,Cup,9:00,14,tank.Severe,16.959,2.1,29.14,
20190716,20190716,Initial,Cup,9:00,16,tank.Severe,16.985,4.4,29.13,
20190716,20190716,Initial,Cup,9:00,23,tank.Severe,17.014,4.6,29.14,
20190716,20190716,Initial,Header,9:00,T1,Severe.headtank,16.558,5.1,29.11,
20190716,20190716,Initial,Cup,9:00,26,tank.Ambient,16.984,-43.8,29.01,
20190716,20190716,Initial,Cup,9:00,28,tank.Ambient,16.997,-43.4,29.14,
20190716,20190716,Initial,Cup,9:00,32,tank.Ambient,17.007,-42.7,29.14,
20190716,20190716,Initial,Header,9:00,T0,Ambient.headtank,16.603,-46.6,29.11,
20190716,20190716,Initial,Tray,9:00,H1_T1,tray.Elevated,17.412,-14.6,29.17,
20190716,20190716,Initial,Tray,9:00,H1_T2,tray.Ambient,17.403,-33.1,29.15,
20190716,20190716,Initial,Tray,9:00,H1_T3,tray.Elevated,17.433,-13,29.16,
20190716,20190716,Initial,Tray,9:00,H1_T4,tray.Ambient,17.445,-38.2,29.17,
20190716,20190716,Initial,Tray,9:00,H1_T5,tray.Elevated,17.037,-13.6,29.17,
20190716,20190716,Initial,Tray,9:00,H1_T6,tray.Ambient,16.904,-38,29.17,
20190716,20190716,Initial,Tray,9:00,H1_T7,tray.Elevated,17.307,-14.4,29.16,
20190716,20190716,Initial,Tray,9:00,H1_T8,tray.Ambient,17.027,-40.2,29.16,
20190717,20190717,Initial,Cup,11:00,1,tank.Moderate,16.86,-9.4,28.78,
20190717,20190717,Initial,Cup,11:00,3,tank.Moderate,16.886,-8,29.05,
20190717,20190717,Initial,Cup,11:00,8,tank.Moderate,16.853,-6.9,29.06,
20190717,20190717,Initial,Header,11:00,T2,Moderate.headtank,16.393,-8.7,29.08,
20190717,20190717,Initial,Cup,11:00,19,tank.Severe,16.897,4.7,29.12,
20190717,20190717,Initial,Cup,11:00,22,tank.Severe,16.88,4.8,29.11,
20190717,20190717,Initial,Cup,11:00,24,tank.Severe,16.888,5.1,29.1,
20190717,20190717,Initial,Header,11:00,T1,Severe.headtank,16.43,5.5,29.1,
20190717,20190717,Initial,Cup,11:00,31,tank.Ambient,16.926,-44.1,29.09,
20190717,20190717,Initial,Cup,11:00,34,tank.Ambient,16.927,-44.3,29.1,
20190717,20190717,Initial,Cup,11:00,36,tank.Ambient,16.869,-44.8,29.1,
20190717,20190717,Initial,Header,11:00,T0,Ambient.headtank,16.434,-47.9,29.09,
20190717,20190717,Initial,Tray,11:00,H1_T1,tray.Elevated,17.357,-14.4,29.22,
20190717,20190717,Initial,Tray,11:00,H1_T2,tray.Ambient,17.325,-36.2,29.17,
20190717,20190717,Initial,Tray,11:00,H1_T3,tray.Elevated,17.278,-13.2,29.15,
20190717,20190717,Initial,Tray,11:00,H1_T4,tray.Ambient,17.252,-35.2,29.17,
20190717,20190717,Initial,Tray,11:00,H1_T5,tray.Elevated,17.276,-10.4,29.17,
20190717,20190717,Initial,Tray,11:00,H1_T6,tray.Ambient,17.085,-37.3,29.18,
20190717,20190717,Initial,Tray,11:00,H1_T7,tray.Elevated,17.237,-11.5,29.18,
20190717,20190717,Initial,Tray,11:00,H1_T8,tray.Ambient,17.146,-40.3,29.17,
20190723,20190723,Initial,Cup,10:00,1,tank.Moderate,17.782,-13.2,28.82,
20190723,20190723,Initial,Cup,10:00,3,tank.Moderate,17.814,-13.4,28.99,
20190723,20190723,Initial,Cup,10:00,8,tank.Moderate,17.778,-13.5,29.03,
20190723,20190723,Initial,Header,10:00,T2,Moderate.headtank,17.284,-15.3,29.02,
20190723,20190723,Initial,Cup,10:00,22,tank.Severe,17.757,1.6,28.98,
20190723,20190723,Initial,Cup,10:00,19,tank.Severe,17.788,1.1,29.05,
20190723,20190723,Initial,Cup,10:00,24,tank.Severe,17.785,2.3,29.04,
20190723,20190723,Initial,Header,10:00,T1,Severe.headtank,17.279,1.8,29.02,
20190723,20190723,Initial,Cup,10:00,31,tank.Ambient,17.805,-42.3,29.06,
20190723,20190723,Initial,Cup,10:00,34,tank.Ambient,17.802,-42.3,29.05,
20190723,20190723,Initial,Cup,10:00,36,tank.Ambient,17.786,-42.6,29.04,
20190723,20190723,Initial,Header,10:00,T0,Ambient.headtank,17.258,-45.5,29.03,
20190723,20190723,Initial,Tray,10:00,H1_T1,tray.Elevated,18.835,-11.3,29.19,
20190723,20190723,Initial,Tray,10:00,H1_T2,tray.Ambient,18.212,-30.7,29.14,
20190723,20190723,Initial,Tray,10:00,H1_T3,tray.Elevated,18.564,-11.2,29.15,
20190723,20190723,Initial,Tray,10:00,H1_T4,tray.Ambient,18.089,-33.1,29.12,
20190723,20190723,Initial,Tray,10:00,H1_T5,tray.Elevated,18.545,-9.4,29.17,
20190723,20190723,Initial,Tray,10:00,H1_T6,tray.Ambient,17.864,-34.8,29.11,
20190723,20190723,Initial,Tray,10:00,H1_T7,tray.Elevated,18.55,-9.3,29.16,
20190723,20190723,Initial,Tray,10:00,H1_T8,tray.Ambient,17.934,-37,29.12,
20190724,20190724,Initial,Cup,10:00,4,tank.Moderate,17,-14.4,29.04,
20190724,20190724,Initial,Cup,10:00,10,tank.Moderate,17,-14.8,29.07,
20190724,20190724,Initial,Cup,10:00,11,tank.Moderate,17,-14.6,29.08,
20190724,20190724,Initial,Header,10:00,T2,Moderate.headtank,16.6,-16.1,29.07,
20190724,20190724,Initial,Cup,10:00,14,tank.Severe,17,1.4,29.09,
20190724,20190724,Initial,Cup,10:00,18,tank.Severe,17,1.4,29.09,
20190724,20190724,Initial,Cup,10:00,23,tank.Severe,17,1.3,29.09,
20190724,20190724,Initial,Header,10:00,T1,Severe.headtank,16.5,1.7,29.07,
20190724,20190724,Initial,Cup,10:00,25,tank.Ambient,17,-41.8,29.12,
20190724,20190724,Initial,Cup,10:00,32,tank.Ambient,17,-42.4,29.1,
20190724,20190724,Initial,Cup,10:00,35,tank.Ambient,17,-41.6,29.09,
20190724,20190724,Initial,Header,10:00,T0,Ambient.headtank,16.5,-46.1,29.09,
20190724,20190724,Initial,Tray,10:00,H1_T1,tray.Elevated,17.954,-12,29.21,
20190724,20190724,Initial,Tray,10:00,H1_T2,tray.Ambient,17.599,-35.7,29.15,
20190724,20190724,Initial,Tray,10:00,H1_T3,tray.Elevated,17.737,-12,29.2,
20190724,20190724,Initial,Tray,10:00,H1_T4,tray.Ambient,17.763,-37.9,29.17,
20190724,20190724,Initial,Tray,10:00,H1_T5,tray.Elevated,17.763,-10.1,29.2,
20190724,20190724,Initial,Tray,10:00,H1_T6,tray.Ambient,17.763,-37.9,29.17,
20190724,20190724,Initial,Tray,10:00,H1_T7,tray.Elevated,17.763,-9.6,29.21,
20190724,20190724,Initial,Tray,10:00,H1_T8,tray.Ambient,17.763,-36.4,29.17,
20190725,20190725,Treatment1,Cup,9:00,5,tank.Moderate,16.6,-15,29.01,
20190725,20190725,Treatment1,Cup,9:00,7,tank.Moderate,16.5,-14.5,29.14,
20190725,20190725,Treatment1,Cup,9:00,12,tank.Moderate,16.5,-15.2,29.15,
20190725,20190725,Treatment1,Header,9:00,T2,Moderate.headtank,16,-16,29.15,
20190725,20190725,Treatment1,Cup,9:00,17,tank.Severe,16.6,1.4,29.15,
20190725,20190725,Treatment1,Cup,9:00,20,tank.Severe,16.6,2.3,29.14,
20190725,20190725,Treatment1,Cup,9:00,21,tank.Severe,16.5,2.6,29.15,
20190725,20190725,Treatment1,Header,9:00,T1,Severe.headtank,16,1.7,29.16,
20190725,20190725,Treatment1,Cup,9:00,27,tank.Ambient,16.5,-41,29.16,
20190725,20190725,Treatment1,Cup,9:00,28,tank.Ambient,16.6,-40.8,29.14,
20190725,20190725,Treatment1,Cup,9:00,30,tank.Ambient,16.5,-40.6,29.13,
20190725,20190725,Treatment1,Header,9:00,T0,Ambient.headtank,16.1,-40.6,29.16,
20190726,20190726,Treatment1,Cup,10:00,3,tank.Moderate,17,-13.9,29.17,
20190726,20190726,Treatment1,Cup,10:00,6,tank.Moderate,17,-14.1,29.16,
20190726,20190726,Treatment1,Cup,10:00,2,tank.Moderate,17,-13.6,29.08,
20190726,20190726,Treatment1,Header,10:00,T2,Moderate.headtank,16.7,-16.4,29.13,
20190726,20190726,Treatment1,Cup,10:00,13,tank.Severe,17.2,1.4,29.21,
20190726,20190726,Treatment1,Cup,10:00,15,tank.Severe,17.1,1.3,29.2,
20190726,20190726,Treatment1,Cup,10:00,19,tank.Severe,17,1.9,29.19,
20190726,20190726,Treatment1,Header,10:00,T1,Severe.headtank,16.3,1.1,29.2,
20190726,20190726,Treatment1,Cup,10:00,26,tank.Ambient,17,-37.8,29.19,
20190726,20190726,Treatment1,Cup,10:00,29,tank.Ambient,16.9,-39.7,29.18,
20190726,20190726,Treatment1,Cup,10:00,33,tank.Ambient,17.1,-39.4,29.16,
20190726,20190726,Treatment1,Header,10:00,T0,Ambient.headtank,16.3,-42.5,29.16,
20190727,20190727,Treatment1,Cup,10:00,1,tank.Moderate,17.78,-13,28.88,
20190727,20190727,Treatment1,Cup,10:00,2,tank.Moderate,17.89,-13.3,29.15,
20190727,20190727,Treatment1,Cup,10:00,3,tank.Moderate,17.89,-12.7,29.15,
20190727,20190727,Treatment1,Cup,10:00,4,tank.Moderate,17.77,-12.7,29.22,
20190727,20190727,Treatment1,Cup,10:00,5,tank.Moderate,17.82,-12.7,29.2,
20190727,20190727,Treatment1,Cup,10:00,6,tank.Moderate,17.88,-12.5,29.22,
20190727,20190727,Treatment1,Cup,10:00,7,tank.Moderate,17.85,-12.4,29.2,
20190727,20190727,Treatment1,Cup,10:00,8,tank.Moderate,17.93,-12,29.22,
20190727,20190727,Treatment1,Cup,10:00,9,tank.Moderate,17.97,-11.6,29.24,
20190727,20190727,Treatment1,Cup,10:00,10,tank.Moderate,17.92,-13.3,29.32,
20190727,20190727,Treatment1,Cup,10:00,11,tank.Moderate,17.86,-14.2,29.22,
20190727,20190727,Treatment1,Cup,10:00,12,tank.Moderate,17.83,-14,29.23,
20190727,20190727,Treatment1,Cup,10:00,13,tank.Severe,17.87,1.6,29.24,
20190727,20190727,Treatment1,Cup,10:00,14,tank.Severe,17.87,1.7,29.24,
20190727,20190727,Treatment1,Cup,10:00,15,tank.Severe,17.88,1.6,29.25,
20190727,20190727,Treatment1,Cup,10:00,16,tank.Severe,17.92,1.9,29.2,
20190727,20190727,Treatment1,Cup,10:00,17,tank.Severe,17.88,1.6,29.21,
20190727,20190727,Treatment1,Cup,10:00,18,tank.Severe,17.88,1.71,29.24,
20190727,20190727,Treatment1,Cup,10:00,19,tank.Severe,17.95,1.1,29.25,
20190727,20190727,Treatment1,Cup,10:00,20,tank.Severe,17.92,1.3,29.19,
20190727,20190727,Treatment1,Cup,10:00,21,tank.Severe,17.92,1.4,29.19,
20190727,20190727,Treatment1,Cup,10:00,22,tank.Severe,17.91,1.3,29.18,
20190727,20190727,Treatment1,Cup,10:00,23,tank.Severe,17.88,1.3,29.2,
20190727,20190727,Treatment1,Cup,10:00,24,tank.Severe,17.87,1.4,29.2,
20190727,20190727,Treatment1,Cup,10:00,25,tank.Ambient,17.96,-42.9,29.29,
20190727,20190727,Treatment1,Cup,10:00,26,tank.Ambient,17.88,-43.2,29.19,
20190727,20190727,Treatment1,Cup,10:00,27,tank.Ambient,17.8,-43.5,29.18,
20190727,20190727,Treatment1,Cup,10:00,28,tank.Ambient,17.87,-44.1,29.17,
20190727,20190727,Treatment1,Cup,10:00,29,tank.Ambient,17.84,-44.1,29.17,
20190727,20190727,Treatment1,Cup,10:00,30,tank.Ambient,17.75,-44.1,29.16,
20190727,20190727,Treatment1,Cup,10:00,31,tank.Ambient,18.01,-43.4,29.19,
20190727,20190727,Treatment1,Cup,10:00,32,tank.Ambient,18,-42.8,29.19,
20190727,20190727,Treatment1,Cup,10:00,33,tank.Ambient,17.93,-42.7,29.17,
20190727,20190727,Treatment1,Cup,10:00,34,tank.Ambient,17.95,-42.8,29.18,
20190727,20190727,Treatment1,Cup,10:00,35,tank.Ambient,17.97,-42,29.18,
20190727,20190727,Treatment1,Cup,10:00,36,tank.Ambient,17.86,-42.6,29.15,
20190727,20190727,Treatment1,Header,10:00,T0,Ambient.headtank,17.23,-45.7,29.21,
20190727,20190727,Treatment1,Header,10:00,T1,Severe.headtank,17.22,-0.2,29.22,
20190727,20190727,Treatment1,Header,10:00,T2,Moderate.headtank,17.19,-15.3,29.21,
20190728,20190728,Treatment1,Cup,10:00,6,tank.Moderate,17.41,-13.6,29.1,
20190728,20190728,Treatment1,Cup,10:00,10,tank.Moderate,17.37,-13.6,29.14,
20190728,20190728,Treatment1,Cup,10:00,12,tank.Moderate,17.28,-13.6,29.12,
20190728,20190728,Treatment1,Header,10:00,T2,Moderate.headtank,16.84,-18,29.13,
20190728,20190728,Treatment1,Cup,10:00,19,tank.Severe,17.21,1.4,29.14,
20190728,20190728,Treatment1,Cup,10:00,20,tank.Severe,17.23,1,29.14,
20190728,20190728,Treatment1,Cup,10:00,24,tank.Severe,17.26,1.4,29.11,
20190728,20190728,Treatment1,Header,10:00,T1,Severe.headtank,16.87,0.5,29.13,
20190728,20190728,Treatment1,Cup,10:00,25,tank.Ambient,17.36,-45.6,29.15,
20190728,20190728,Treatment1,Cup,10:00,26,tank.Ambient,17.26,-45.7,29.09,
20190728,20190728,Treatment1,Cup,10:00,27,tank.Ambient,17.24,-46.4,29.11,
20190728,20190728,Treatment1,Header,10:00,T0,Ambient.headtank,16.93,-48.6,29.12,
20190729,20190729,Treatment1,Cup,13:30,7,tank.Moderate,18.06,-13,29.21,
20190729,20190729,Treatment1,Cup,13:30,8,tank.Moderate,18.04,-11.7,29.19,
20190729,20190729,Treatment1,Cup,13:30,9,tank.Moderate,18.17,-11.1,29.17,
20190729,20190729,Treatment1,Header,13:30,T2,Moderate.headtank,17.25,-14.8,29.08,
20190729,20190729,Treatment1,Cup,13:30,13,tank.Severe,17.99,2,29.17,
20190729,20190729,Treatment1,Cup,13:30,22,tank.Severe,17.98,2.1,29.14,
20190729,20190729,Treatment1,Cup,13:30,23,tank.Severe,17.99,2.1,29.15,
20190729,20190729,Treatment1,Header,13:30,T1,Severe.headtank,17.28,0.5,29.1,
20190729,20190729,Treatment1,Cup,13:30,28,tank.Ambient,17.93,-47.1,29.19,
20190729,20190729,Treatment1,Cup,13:30,31,tank.Ambient,17.99,-46.4,29.16,
20190729,20190729,Treatment1,Cup,13:30,34,tank.Ambient,18,-46,29.16,
20190729,20190729,Treatment1,Header,13:30,T0,Ambient.headtank,17.32,-49.3,29.1,
20190730,20190730,Treatment1,Cup,10:00,4,tank.Moderate,17.95,-11.5,29.17,
20190730,20190730,Treatment1,Cup,10:00,5,tank.Moderate,17.99,-11.5,29.15,
20190730,20190730,Treatment1,Cup,10:00,12,tank.Moderate,17.99,-11.5,29.17,
20190730,20190730,Treatment1,Header,10:00,T2,Moderate.headtank,17.43,-14.5,29.13,
20190730,20190730,Treatment1,Cup,10:00,17,tank.Severe,17.93,1.7,29.19,
20190730,20190730,Treatment1,Cup,10:00,18,tank.Severe,18.01,1.6,29.16,
20190730,20190730,Treatment1,Cup,10:00,21,tank.Severe,18.01,2.1,29.17,
20190730,20190730,Treatment1,Header,10:00,T1,Severe.headtank,17.44,0.8,29.14,
20190730,20190730,Treatment1,Cup,10:00,29,tank.Ambient,17.82,-47.6,29.23,
20190730,20190730,Treatment1,Cup,10:00,30,tank.Ambient,17.83,-47.6,29.13,
20190730,20190730,Treatment1,Cup,10:00,33,tank.Ambient,17.83,-47.1,29.15,
20190730,20190730,Treatment1,Header,10:00,T0,Ambient.headtank,17.48,-49.6,29.11,
20190731,20190731,Treatment1,Cup,10:00,1,tank.Moderate,18.02,-11.6,29.13,
20190731,20190731,Treatment1,Cup,10:00,3,tank.Moderate,18.04,-11.4,29.15,
20190731,20190731,Treatment1,Cup,10:00,11,tank.Moderate,18.08,-11.4,29.11,
20190731,20190731,Treatment1,Header,10:00,T2,Moderate.headtank,17.5,-14.3,29.01,
20190731,20190731,Treatment1,Cup,10:00,14,tank.Severe,18,-2,29.14,
20190731,20190731,Treatment1,Cup,10:00,15,tank.Severe,17.93,-1.8,29.11,
20190731,20190731,Treatment1,Cup,10:00,16,tank.Severe,17.91,-1.8,29.12,
20190731,20190731,Treatment1,Header,10:00,T1,Severe.headtank,17.5,-1.8,29.12,
20190731,20190731,Treatment1,Cup,10:00,32,tank.Ambient,17.96,-47.5,29.2,
20190731,20190731,Treatment1,Cup,10:00,35,tank.Ambient,17.88,-47,29.14,
20190731,20190731,Treatment1,Cup,10:00,36,tank.Ambient,17.86,-47.2,29.13,
20190731,20190731,Treatment1,Header,10:00,T0,Ambient.headtank,17.5,-49.9,29.11,
20190801,20190801,Ambient.Break,Cup,9:30,6,tank.Ambient,17.7,-42.9,29.16,
20190801,20190801,Ambient.Break,Cup,9:30,10,tank.Ambient,17.76,-42.1,29.19,
20190801,20190801,Ambient.Break,Cup,9:30,12,tank.Ambient,17.72,-42,29.16,
20190801,20190801,Ambient.Break,Header,9:30,T2,Ambient.headtank,16.91,-45.8,29.16,
20190801,20190801,Ambient.Break,Cup,9:30,20,tank.Ambient,17.89,-41.6,29.14,
20190801,20190801,Ambient.Break,Cup,9:30,23,tank.Ambient,17.89,-41.1,29.18,
20190801,20190801,Ambient.Break,Cup,9:30,24,tank.Ambient,17.91,-40.9,29.18,
20190801,20190801,Ambient.Break,Header,9:30,T1,Ambient.headtank,17.17,-43.4,29.14,
20190801,20190801,Ambient.Break,Cup,9:30,25,tank.Ambient,17.66,-42.2,29.15,
20190801,20190801,Ambient.Break,Cup,9:30,27,tank.Ambient,17.58,-43.1,29.15,
20190801,20190801,Ambient.Break,Cup,9:30,31,tank.Ambient,17.77,-42.8,29.17,
20190801,20190801,Ambient.Break,Header,9:30,T0,Ambient.headtank,16.98,-46.3,29.15,
20190803,20190803,Ambient.Break,Cup,9:30,2,tank.Ambient,19.19,-47.2,28.89,
20190803,20190803,Ambient.Break,Cup,9:30,3,tank.Ambient,19.26,-47.1,28.84,
20190803,20190803,Ambient.Break,Cup,9:30,7,tank.Ambient,19.27,-46.8,28.84,
20190803,20190803,Ambient.Break,Header,9:30,T2,Ambient.headtank,18.77,-50,28.81,
20190803,20190803,Ambient.Break,Cup,9:30,18,tank.Ambient,19.19,-47.4,28.91,
20190803,20190803,Ambient.Break,Cup,9:30,19,tank.Ambient,19.23,-46.9,28.86,
20190803,20190803,Ambient.Break,Cup,9:30,22,tank.Ambient,19.3,-46.6,28.81,
