Method Data,,,,,,
Method name,Panopea,,,,,
0.098,15,-30.2,19.4,0.0075,,
0.106,16,-28.9,19.4,0.0075,,
0.1145,17,-27.4,19.4,0.0075,,
0.123,18,-25.7,19.4,0.0075,,
0.1305,19,-24.2,19.4,0.0075,,
0.139,20,-22.4,19.4,0.0085,,
0.1475,21,-20.4,19.4,0.0075,,
0.156,22,-18.3,19.4,0.0075,,
0.1645,23,-16.1,19.4,0.0075,,
0.1725,24,-13.9,19.4,0.0075,,
0.1805,25,-12,19.4,0.008,,
0.189,26,-10,19.4,0.0075,,
0.197,27,-8.2,19.4,0.0075,,
0.2055,28,-6.4,19.4,0.0075,,
0.214,29,-4.9,19.4,0.0075,,
0.2225,30,-3.3,19.4,0.0075,,
0.23,31,-1.8,19.4,0.0075,,
0.2385,32,-0.1,19.4,0.0085,,
0.247,33,0.3,19.4,0.0075,,
0.2555,34,1.4,19.4,0.0075,,
0.2635,35,2.4,19.4,0.0075,,
0.272,36,3.4,19.4,0.0075,,
0.2795,37,4.2,19.4,0.0075,,
0.288,38,5.1,19.4,0.0085,,
0.2965,39,5.9,19.4,0.0075,,
0.305,40,6.7,19.4,0.0075,,
0.3135,41,7.5,19.4,0.0075,,
0.322,42,8.4,19.4,0.0075,,
0.3295,43,9.2,19.4,0.0075,,
0.338,44,10.1,19.4,0.0085,,
0.346,45,11,19.4,0.0075,,
0.3545,46,11.8,19.4,0.0075,,
0.363,47,12.5,19.4,0.0075,,
0.3715,48,13.2,19.4,0.0085,,
0.379,49,14.1,19.4,0.0075,,
0.3875,50,14.8,19.4,0.0075,,
0.396,51,15.6,19.4,0.0075,,
0.4045,52,16.2,19.4,0.0075,,
0.413,53,17,19.4,0.0075,,
0.4205,54,17.6,19.4,0.0075,,
0.429,55,18.3,19.4,0.0085,,
0.4375,56,18.9,19.4,0.0075,,
0.4455,57,19.6,19.4,0.0075,,
0.454,58,20.3,19.4,0.0075,,
0.4625,59,21.1,19.4,0.0075,,
0.47,60,21.6,19.4,0.0075,,
0.4785,61,22.3,19.4,0.0075,,
0.487,62,23,19.4,0.0075,,
0.4955,63,23.7,19.4,0.0075,,
0.504,64,24.4,19.4,0.0075,,
0.512,65,25,19.4,0.0075,,
0.52,66,25.6,19.4,0.008,,
0.528,67,26.4,19.4,0.0075,,
0.5365,68,27.1,19.4,0.0075,,
0.545,69,27.7,19.4,0.0075,,
0.5535,70,28.4,19.4,0.0075,,
0.562,71,29,19.4,0.0085,,
0.5695,72,29.7,19.4,0.0075,,
0.578,73,30.3,19.4,0.0075,,
0.5865,74,31,19.4,0.0075,,
0.5945,75,31.7,19.4,0.0075,,
0.603,76,32.3,19.4,0.0075,,
0.6115,77,33,19.4,0.0085,,
0.619,78,33.8,19.4,0.0075,,
0.6275,79,34.5,19.4,0.0075,,
0.636,80,35.2,19.4,0.0075,,
0.6445,81,35.9,19.4,0.0075,,
0.653,82,36.6,19.4,0.0075,,
0.6605,83,37.2,19.4,0.0075,,
0.669,84,37.9,19.4,0.0085,,
0.6775,85,38.6,19.4,0.0075,,
0.6855,86,39.2,19.4,0.0075,,
0.694,87,39.9,19.4,0.0075,,
0.7025,88,40.7,19.4,0.0075,,
0.711,89,41.3,19.4,0.0085,,
0.7185,90,42.1,19.4,0.0075,,
0.727,91,42.8,19.4,0.0075,,
0.7355,92,43.6,19.4,0.0075,,
0.744,93,44.4,19.4,0.0075,,
0.7525,94,45.1,19.4,0.0085,,
0.76,95,45.9,19.4,0.0075,,
0.7685,96,46.6,19.4,0.0085,,
0.7765,97,47.3,19.4,0.0075,,
0.785,98,48,19.4,0.0075,,
0.7935,99,48.7,19.5,0.0075,,
0.802,100,49.5,19.4,0.0075,,
0.8095,101,50.2,19.5,0.0075,,
0.818,102,50.9,19.4,0.0075,,
0.8265,103,51.7,19.5,0.0075,,
0.835,104,52.5,19.5,0.0075,,
0.8435,105,53.3,19.4,0.0075,,
0.8515,106,54,19.5,0.008,,
0.8595,107,54.8,19.4,0.008,,
0.8675,108,55.6,19.4,0.0075,,
0.876,109,56.4,19.4,0.0075,,
0.8845,110,57.1,19.4,0.0075,,
0.893,111,57.8,19.4,0.0075,,
0.9005,112,58.6,19.5,0.0075,,
0.909,113,59.5,19.4,0.0085,,
0.9175,114,60.5,19.5,0.0075,,
0.926,115,61.2,19.5,0.0075,,
0.934,116,62,19.5,0.0075,,
0.9425,117,62.8,19.5,0.0075,,
0.9505,118,63.6,19.5,0.008,,
0.9585,119,64.5,19.5,0.008,,
0.967,120,65.5,19.5,0.0075,,
0.9755,121,66.3,19.5,0.0075,,
0.984,122,67.2,19.5,0.0075,,
0.9925,123,68.2,19.5,0.0075,,
1,124,69.1,19.5,0.0075,,
1.0085,125,70.2,19.5,0.0085,,
1.017,126,71.1,19.5,0.0075,,
1.025,127,72.2,19.5,0.0075,,
1.0335,128,73.3,19.5,0.0075,,
1.042,129,74.4,19.5,0.0075,,
1.0495,130,75.4,19.5,0.0075,,
1.058,131,76.4,19.5,0.0075,,
1.0665,132,77.5,19.5,0.0075,,
1.075,133,78.6,19.5,0.0075,,
1.0835,134,79.6,19.5,0.0075,,
1.092,135,80.9,19.5,0.0085,,
1.0995,136,82.1,19.5,0.0075,,
1.108,137,83.3,19.5,0.0075,,
1.116,138,84.7,19.5,0.0075,,
1.1245,139,86,19.5,0.0075,,
1.133,140,87.4,19.5,0.0075,,
1.1405,141,88.8,19.5,0.0075,,
1.149,142,90.5,19.5,0.0085,,
1.1575,143,92.1,19.5,0.0075,,
1.166,144,93.6,19.5,0.0075,,
1.1745,145,95.3,19.5,0.0075,,
1.1825,146,97,19.5,0.0075,,
1.191,147,98.9,19.5,0.0085,,
1.1985,148,100.8,19.5,0.0075,,
1.207,149,102.9,19.5,0.0075,,
1.2155,150,105,19.5,0.0075,,
1.224,151,107.6,19.5,0.0075,,
1.2325,152,110.3,19.5,0.0075,,
1.24,153,112.6,19.5,0.0075,,
1.2485,154,115.2,19.5,0.0085,,
1.257,155,118.2,19.5,0.0075,,
1.265,156,121.5,19.5,0.0075,,
1.2735,157,125.1,19.5,0.0075,,
1.282,158,128.6,19.5,0.0075,,
1.2905,159,131.9,19.5,0.0085,,
1.298,160,135.9,19.5,0.0075,,
1.3065,161,139.8,19.5,0.0075,,
1.315,162,143.5,19.5,0.0075,,
1.3235,163,147.3,19.5,0.0075,,
1.332,164,150.9,19.5,0.0075,,
1.3395,165,154.4,19.5,0.0075,,
1.348,166,157.7,19.5,0.0085,,
1.356,167,160.9,19.5,0.0075,,
1.3645,168,163.9,19.5,0.0075,,
1.373,169,166.5,19.5,0.0075,,
1.3815,170,169,19.5,0.0085,,
1.389,171,171.4,19.5,0.0075,,
1.3975,172,173.7,19.5,0.0085,,
1.406,173,176,19.5,0.0075,,
1.4145,174,178,19.5,0.0075,,
1.4225,175,179.9,19.5,0.0075,,
1.431,176,181.6,19.5,0.0085,,
1.439,177,183.5,19.5,0.008,,
1.4485,178,185,19.5,0.0075,,
1.4485,418,192.5,19.5,0,,
1.449,419,192.5,19.5,0.0005,,
1.4505,420,192.4,19.5,0.001,,
1.453,421,192.5,19.5,0.002,,
1.457,422,192.8,19.5,0.003,,
1.4635,423,193.2,19.5,0.0045,,
1.472,424,194,19.5,0.006,,
1.4795,425,194.8,19.5,0.006,,
1.488,426,195.8,19.5,0.0065,,
1.4965,427,196.8,19.5,0.0065,,
1.5045,428,197.8,19.5,0.0055,,
1.513,429,198.6,19.5,0.006,,
1.5215,430,199.6,19.5,0.006,,
1.529,431,200.4,19.5,0.006,,
1.5375,432,201.2,19.5,0.0065,,
1.546,433,202,19.5,0.0065,,
1.5545,434,202.9,19.5,0.006,,
1.563,435,203.8,19.5,0.006,,
1.5715,436,204.5,19.5,0.006,,
1.579,437,205.1,19.5,0.006,,
1.5875,438,205.8,19.5,0.0065,,
1.5955,439,206.5,19.5,0.0055,,
1.604,440,207.2,19.5,0.006,,
1.6125,441,207.8,19.5,0.006,,
1.62,442,208.5,19.5,0.006,,
1.6285,443,209.2,19.5,0.0065,,
1.637,444,209.7,19.5,0.0065,,
1.6455,445,210.4,19.5,0.006,,
1.654,446,210.9,19.5,0.006,,
1.662,447,211.5,19.5,0.0055,,
1.67,448,212.1,19.5,0.006,,
1.678,449,212.6,19.5,0.006,,
1.6865,450,213.1,19.5,0.0065,,
1.695,451,213.7,19.5,0.006,,
1.7035,452,214.2,19.5,0.006,,
1.712,453,214.7,19.5,0.006,,
1.7195,454,215.2,19.5,0.006,,
1.728,455,215.6,19.5,0.0065,,
1.7365,456,216.1,19.5,0.0065,,
1.745,457,216.6,19.5,0.006,,
1.753,458,217.1,19.5,0.0055,,
1.7615,459,217.6,19.5,0.006,,
1.769,460,218.1,19.5,0.006,,
1.7775,461,218.5,19.5,0.0065,,
1.786,462,218.9,19.5,0.0065,,
1.7945,463,219.4,19.5,0.006,,
1.803,464,219.7,19.5,0.006,,
1.8115,465,220.1,19.5,0.0065,,
1.819,466,220.5,19.5,0.006,,
1.8275,467,220.9,19.5,0.0065,,
1.836,468,221.3,19.5,0.006,,
1.844,469,221.7,19.5,0.0055,,
1.8525,470,222.1,19.5,0.006,,
1.861,471,222.5,19.5,0.0065,,
1.8685,472,222.8,19.5,0.006,,
1.877,473,223.1,19.5,0.0065,,
1.8855,474,223.5,19.5,0.006,,
1.894,475,223.9,19.5,0.006,,
1.9025,476,224.2,19.5,0.006,,
1.9105,477,224.6,19.5,0.006,,
1.9185,478,224.9,19.5,0.006,,
1.9265,479,225.3,19.5,0.006,,
1.935,480,225.6,19.5,0.006,,
1.9435,481,225.9,19.5,0.006,,
1.952,482,226.3,19.5,0.006,,
1.9605,483,226.6,19.5,0.0065,,
1.968,484,226.9,19.5,0.006,,
1.9765,485,227.2,19.5,0.0065,,
1.985,486,227.5,19.5,0.006,,
1.9935,487,227.7,19.5,0.006,,
2.0015,488,228,19.5,0.0055,,
2.0095,489,228.4,19.5,0.006,,
2.0175,490,228.6,19.5,0.006,,
2.026,491,228.9,19.5,0.0065,,
2.0345,492,229.2,19.5,0.006,,
2.043,493,229.5,19.5,0.006,,
2.0515,494,229.8,19.5,0.006,,
2.059,495,230.1,19.5,0.006,,
2.0675,496,230.3,19.5,0.0065,,
2.076,497,230.6,19.5,0.006,,
2.0845,498,230.8,19.5,0.006,,
2.0925,499,231.2,19.5,0.0055,,
2.101,500,231.4,19.5,0.0065,,
2.1085,501,231.6,19.5,0.006,,
2.117,502,231.9,19.5,0.0065,,
2.1255,503,232.1,19.5,0.006,,
2.134,504,232.4,19.5,0.006,,
2.1425,505,232.7,19.5,0.006,,
2.15,506,232.9,19.5,0.006,,
2.1585,507,233.2,19.5,0.0065,,
2.167,508,233.4,19.5,0.0065,,
2.175,509,233.6,19.5,0.0055,,
2.1835,510,233.9,19.5,0.006,,
2.192,511,234.1,19.5,0.006,,
2.1995,512,234.3,19.5,0.006,,
2.203,513,234.5,19.5,0.0025,,
2.2035,514,234.6,19.5,0.0005,,
2.204,515,234.6,19.5,0.0005,,
2.205,516,234.6,19.5,0.0005,,
2.2065,517,234.7,19.5,0.001,,
2.2085,518,234.7,19.5,0.0015,,
2.2115,519,234.8,19.5,0.0025,,
2.215,520,234.9,19.5,0.0025,,
2.2185,521,235,19.5,0.003,,
Scope 1/1, Sample 3/3 (20190811_CRM2),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-36.9,19.4,NaN,,
0.0005,1,-37.7,19.4,0.0005,,
0.0025,2,-37.9,19.4,0.002,,
0.005,3,-38.1,19.4,0.0025,,
0.009,4,-38.2,19.4,0.0035,,
0.015,5,-38.2,19.4,0.0055,,
0.0235,6,-38,19.4,0.0085,,
0.031,7,-37.6,19.4,0.0075,,
0.0395,8,-37,19.4,0.0085,,
0.048,9,-36.2,19.4,0.0075,,
0.0565,10,-35.4,19.4,0.0075,,
0.065,11,-34.5,19.4,0.0075,,
0.0725,12,-33.6,19.4,0.0075,,
0.081,13,-32.5,19.4,0.0085,,
0.0895,14,-31.3,19.4,0.0085,,
0.098,15,-30,19.4,0.0075,,
0.1065,16,-28.7,19.4,0.0075,,
0.1145,17,-27.3,19.4,0.008,,
0.1225,18,-25.7,19.4,0.008,,
0.1305,19,-24,19.4,0.008,,
0.139,20,-22.1,19.4,0.0075,,
0.1475,21,-20.1,19.4,0.0075,,
0.156,22,-18,19.4,0.0075,,
0.1645,23,-15.9,19.4,0.0075,,
0.172,24,-13.9,19.4,0.0075,,
0.1805,25,-11.8,19.4,0.0085,,
0.189,26,-9.8,19.4,0.0075,,
0.197,27,-7.9,19.4,0.0075,,
0.2055,28,-6.2,19.4,0.0075,,
0.214,29,-4.8,19.4,0.0085,,
0.2215,30,-3.2,19.4,0.0075,,
0.23,31,-1.5,19.4,0.0085,,
0.2385,32,-0.1,19.4,0.0075,,
0.247,33,0.4,19.4,0.0075,,
0.2555,34,1.6,19.4,0.0075,,
0.263,35,2.5,19.4,0.0075,,
0.2715,36,3.4,19.4,0.0085,,
0.28,37,4.4,19.4,0.0085,,
0.288,38,5.4,19.4,0.0075,,
0.2965,39,6.2,19.4,0.0075,,
0.305,40,7,19.4,0.0075,,
0.3125,41,7.7,19.4,0.0075,,
0.321,42,8.5,19.4,0.0085,,
0.3295,43,9.5,19.4,0.0085,,
0.338,44,10.4,19.4,0.0075,,
0.3465,45,11.2,19.4,0.0075,,
0.3545,46,12.1,19.4,0.0075,,
0.3625,47,12.8,19.4,0.008,,
0.3705,48,13.6,19.4,0.008,,
0.379,49,14.3,19.4,0.0085,,
0.3875,50,15,19.4,0.0075,,
0.396,51,15.8,19.4,0.0075,,
0.4045,52,16.4,19.4,0.0085,,
0.412,53,17.1,19.4,0.0075,,
0.4205,54,17.9,19.4,0.0085,,
0.429,55,18.6,19.4,0.0075,,
0.4375,56,19.3,19.4,0.0075,,
0.4455,57,20,19.4,0.0075,,
0.4535,58,20.6,19.4,0.008,,
0.462,59,21.3,19.4,0.0085,,
0.47,60,22,19.4,0.008,,
0.4785,61,22.7,19.4,0.0075,,
0.487,62,23.4,19.4,0.0075,,
0.4955,63,24.1,19.4,0.0075,,
0.503,64,24.7,19.4,0.0075,,
0.5115,65,25.4,19.4,0.0085,,
0.52,66,26.1,19.4,0.0075,,
0.5285,67,26.7,19.4,0.0075,,
0.537,68,27.4,19.4,0.0075,,
0.545,69,28.1,19.4,0.0075,,
0.553,70,28.8,19.4,0.008,,
0.561,71,29.5,19.4,0.008,,
0.5695,72,30.2,19.4,0.0075,,
0.578,73,30.9,19.4,0.0075,,
0.5865,74,31.5,19.4,0.0075,,
0.595,75,32.1,19.4,0.0085,,
0.6025,76,32.8,19.4,0.0075,,
0.611,77,33.4,19.4,0.0085,,
0.6195,78,34.2,19.4,0.0075,,
