Method Data,,,,,,
Method name,Panopea,,,,,
0.231,31,22.5,19.6,0.0075,,
0.239,32,23.2,19.6,0.0075,,
0.2475,33,23.8,19.6,0.007,,
0.255,34,24.3,19.6,0.007,,
0.2635,35,25.1,19.6,0.0075,,
0.272,36,25.7,19.6,0.0075,,
0.2805,37,26.3,19.6,0.0075,,
0.289,38,27,19.6,0.0075,,
0.2975,39,27.6,19.6,0.0075,,
0.305,40,28.3,19.6,0.007,,
0.3135,41,28.9,19.6,0.0075,,
0.322,42,29.5,19.6,0.0075,,
0.33,43,30.2,19.6,0.0075,,
0.3385,44,30.9,19.6,0.007,,
0.346,45,31.4,19.6,0.007,,
0.3545,46,32,19.6,0.0075,,
0.363,47,32.6,19.6,0.0075,,
0.3715,48,33.2,19.6,0.0075,,
0.38,49,33.7,19.6,0.0075,,
0.3885,50,34.4,19.6,0.0075,,
0.3965,51,34.9,19.6,0.0075,,
0.4045,52,35.6,19.6,0.0075,,
0.4125,53,36.2,19.6,0.0075,,
0.421,54,36.8,19.6,0.0075,,
0.4295,55,37.5,19.6,0.0075,,
0.438,56,38.1,19.6,0.007,,
0.4455,57,38.6,19.6,0.007,,
0.454,58,39.3,19.6,0.0075,,
0.4625,59,39.9,19.6,0.0075,,
0.471,60,40.5,19.6,0.0075,,
0.479,61,41.1,19.6,0.0075,,
0.4875,62,41.7,19.6,0.0075,,
0.4955,63,42.2,19.6,0.0075,,
0.5035,64,42.8,19.6,0.0075,,
0.512,65,43.4,19.6,0.0075,,
0.5205,66,44,19.6,0.0075,,
0.529,67,44.6,19.7,0.0075,,
0.5375,68,45.4,19.7,0.007,,
0.545,69,46,19.7,0.007,,
0.5535,70,46.7,19.7,0.0075,,
0.562,71,47.2,19.7,0.0075,,
0.57,72,47.8,19.7,0.0075,,
0.5785,73,48.6,19.7,0.0075,,
0.587,74,49.2,19.7,0.007,,
0.5945,75,49.8,19.7,0.007,,
0.603,76,50.5,19.7,0.0075,,
0.6115,77,51.1,19.7,0.0075,,
0.62,78,51.8,19.7,0.0075,,
0.6285,79,52.5,19.7,0.0075,,
0.637,80,53.1,19.7,0.007,,
0.6445,81,53.7,19.7,0.007,,
0.653,82,54.4,19.7,0.0075,,
0.661,83,55,19.7,0.0075,,
0.6695,84,55.6,19.7,0.0075,,
0.678,85,56.3,19.7,0.0075,,
0.6865,86,56.9,19.7,0.007,,
0.694,87,57.5,19.7,0.007,,
0.7025,88,58.2,19.7,0.0075,,
0.711,89,58.9,19.7,0.0075,,
0.7195,90,59.5,19.7,0.0075,,
0.7275,91,60.1,19.7,0.0075,,
0.736,92,60.9,19.7,0.007,,
0.7435,93,61.5,19.7,0.007,,
0.752,94,62.3,19.7,0.0075,,
0.7605,95,63,19.7,0.0075,,
0.769,96,63.7,19.7,0.0075,,
0.7775,97,64.6,19.7,0.0075,,
0.786,98,65.2,19.7,0.0075,,
0.7935,99,65.9,19.7,0.007,,
0.802,100,66.6,19.7,0.0075,,
0.8105,101,67.3,19.7,0.0075,,
0.8185,102,68.1,19.7,0.0075,,
0.827,103,68.9,19.7,0.0075,,
0.8355,104,69.6,19.7,0.0075,,
0.843,105,70.4,19.7,0.007,,
0.8515,106,71.1,19.7,0.0075,,
0.86,107,72,19.7,0.0075,,
0.8685,108,73,19.7,0.0075,,
0.8765,109,73.7,19.7,0.0075,,
0.885,110,74.6,19.7,0.007,,
0.8925,111,75.4,19.7,0.007,,
0.901,112,76.2,19.7,0.0075,,
0.9095,113,77.2,19.7,0.0075,,
0.918,114,78.2,19.7,0.0075,,
0.9265,115,78.9,19.7,0.0075,,
0.935,116,79.8,19.7,0.0075,,
0.9425,117,80.8,19.7,0.007,,
0.951,118,81.8,19.7,0.0075,,
0.9595,119,82.7,19.7,0.0075,,
0.9675,120,83.7,19.7,0.0075,,
0.976,121,84.8,19.7,0.0075,,
0.9835,122,85.9,19.7,0.007,,
0.992,123,86.9,19.7,0.0075,,
1.0005,124,88,19.7,0.0075,,
1.009,125,89,19.7,0.0075,,
1.0175,126,90.5,19.7,0.0075,,
1.026,127,92.3,19.7,0.0075,,
1.0335,128,93.4,19.7,0.007,,
1.042,129,94.7,19.7,0.0075,,
1.0505,130,96,19.7,0.0075,,
1.0585,131,97.6,19.7,0.0075,,
1.067,132,99,19.7,0.0075,,
1.0755,133,100.4,19.7,0.007,,
1.083,134,101.8,19.7,0.007,,
1.0915,135,103.4,19.7,0.0075,,
1.1,136,105.2,19.7,0.0075,,
1.1085,137,107.1,19.7,0.0075,,
1.117,138,108.8,19.7,0.0075,,
1.125,139,111.1,19.7,0.0065,,
1.133,140,113.2,19.7,0.0075,,
1.141,141,115.4,19.7,0.0075,,
1.1495,142,117.9,19.7,0.0075,,
1.158,143,120,19.7,0.0075,,
1.1665,144,122.9,19.7,0.0075,,
1.175,145,125.9,19.7,0.0075,,
1.183,146,128.2,19.7,0.0075,,
1.191,147,131.1,19.7,0.0075,,
1.199,148,134.6,19.7,0.0075,,
1.2075,149,138.3,19.7,0.0075,,
1.216,150,141.9,19.7,0.0075,,
1.2245,151,145.3,19.7,0.0075,,
1.233,152,148.6,19.7,0.007,,
1.2405,153,151.9,19.7,0.007,,
1.249,154,155.5,19.7,0.0075,,
1.2575,155,158.6,19.7,0.0075,,
1.266,156,161.6,19.7,0.0075,,
1.274,157,164.5,19.7,0.0075,,
1.2825,158,166.8,19.7,0.007,,
1.29,159,169.4,19.7,0.007,,
1.2985,160,171.6,19.7,0.0075,,
1.307,161,174.1,19.7,0.0075,,
1.3155,162,176,19.7,0.0075,,
1.324,163,178.1,19.7,0.0075,,
1.3325,164,179.8,19.7,0.0075,,
1.34,165,181.6,19.7,0.007,,
1.3485,166,183.4,19.7,0.0075,,
1.358,167,185,19.7,0.0075,,
1.358,407,191.4,19.9,0,,
1.3585,408,191.4,19.9,0.0005,,
1.36,409,191.5,19.9,0.001,,
1.3625,410,191.6,19.9,0.002,,
1.3665,412,191.9,19.9,0.0025,,
1.3725,412,192.4,19.9,0.012,,
1.381,414,193.3,19.9,0.0055,,
1.3885,414,194.2,19.9,0.0185,,
1.397,415,195.3,19.9,0.006,,
1.405,416,196.1,19.9,0.0055,,
1.4135,418,197.1,19.9,0.0055,,
1.422,418,198.1,19.9,0.017,,
1.4305,420,199,19.9,0.0055,,
1.438,420,199.8,19.9,0.0185,,
1.4465,421,200.7,19.9,0.006,,
1.455,422,201.6,19.9,0.006,,
1.463,424,202.3,19.9,0.0055,,
1.4715,424,203.1,19.9,0.017,,
1.48,426,203.8,19.9,0.0055,,
1.4875,426,204.6,19.9,0.0185,,
1.496,427,205.3,19.9,0.006,,
1.5045,428,206,19.9,0.006,,
1.513,430,206.6,19.9,0.0055,,
1.5215,430,207.4,19.9,0.017,,
1.5295,432,208,19.9,0.0055,,
1.5375,432,208.6,19.9,0.02,,
1.546,433,209.3,19.9,0.006,,
1.554,434,210,19.9,0.0055,,
1.5625,436,210.5,19.9,0.0055,,
1.571,436,211.1,19.9,0.017,,
1.5795,438,211.7,19.9,0.0055,,
1.587,438,212.2,19.9,0.0185,,
1.5955,439,212.7,19.9,0.006,,
1.604,440,213.2,19.9,0.006,,
1.6125,442,213.8,19.9,0.0055,,
1.6205,442,214.3,19.9,0.016,,
1.629,444,214.9,19.9,0.0055,,
1.6365,444,215.3,19.9,0.0185,,
1.645,445,215.8,19.9,0.006,,
1.6535,446,216.3,19.9,0.006,,
1.662,448,216.7,19.9,0.0055,,
1.6705,448,217.2,19.9,0.017,,
1.679,449,217.6,19.9,0.006,,
1.6865,450,218,19.9,0.0055,,
1.695,451,218.5,19.9,0.006,,
1.7035,452,218.9,19.9,0.0055,,
1.7115,454,219.4,19.9,0.0055,,
1.72,454,219.7,19.9,0.017,,
1.7285,455,220.1,19.9,0.006,,
1.736,456,220.5,19.9,0.0055,,
1.7445,457,220.9,19.9,0.006,,
1.753,458,221.4,19.9,0.0055,,
1.7615,460,221.8,19.9,0.0055,,
1.77,460,222.2,19.9,0.017,,
1.778,461,222.6,19.9,0.0055,,
1.786,462,223,19.9,0.0055,,
1.794,463,223.2,19.9,0.0055,,
1.8025,464,223.5,19.9,0.0055,,
1.811,466,223.9,19.9,0.0055,,
1.8195,466,224.3,19.9,0.017,,
1.828,467,224.6,19.9,0.006,,
1.8355,468,225,19.9,0.0055,,
1.844,469,225.3,19.9,0.006,,
1.8525,470,225.5,19.9,0.0055,,
1.8605,472,226,19.9,0.0055,,
1.869,472,226.3,19.9,0.017,,
1.8775,473,226.5,19.9,0.006,,
1.885,474,226.9,19.9,0.0055,,
1.8935,475,227.2,19.9,0.006,,
1.902,476,227.4,19.9,0.0055,,
1.9105,478,227.8,19.9,0.0055,,
1.919,478,228,19.9,0.017,,
1.9265,479,228.4,19.9,0.0055,,
1.935,480,228.7,19.9,0.006,,
1.9435,481,229,19.9,0.006,,
1.9515,482,229.2,19.9,0.0055,,
1.96,484,229.5,19.9,0.0055,,
1.9685,484,229.8,19.9,0.017,,
1.976,485,230.1,19.9,0.0055,,
1.9845,486,230.3,19.9,0.006,,
1.993,487,230.6,19.9,0.006,,
2.0015,488,230.9,19.9,0.0055,,
2.01,490,231.1,19.9,0.0055,,
2.018,490,231.4,19.9,0.016,,
2.0265,491,231.6,19.9,0.006,,
2.034,492,231.9,19.9,0.0055,,
2.0425,493,232.2,19.9,0.006,,
2.051,494,232.4,19.9,0.0055,,
2.0595,496,232.7,19.9,0.0055,,
2.068,496,232.8,19.9,0.017,,
2.0765,497,233.1,19.9,0.006,,
2.084,498,233.4,19.9,0.0055,,
2.0925,499,233.6,19.9,0.006,,
2.1005,500,233.9,19.9,0.0055,,
2.108,502,234,19.9,0.005,,
2.116,502,234.3,19.9,0.016,,
2.122,503,234.5,19.9,0.0045,,
2.123,504,234.6,19.9,0.0005,,
2.1235,505,234.6,19.9,0.0005,,
2.1245,506,234.7,19.9,0.0005,,
2.1265,508,234.7,19.9,0.0015,,
2.1295,508,234.8,19.9,0.006,,
Scope 1/1, Sample 3/9 (20190812_34),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-0.2,19.7,NaN,,
0.0025,2,-1.1,19.7,0.0015,,
0.005,3,-1.3,19.7,0.002,,
0.0085,4,-1.2,19.7,0.003,,
0.015,5,-0.8,19.7,0.006,,
0.023,6,-0.1,19.7,0.0075,,
0.0315,7,0.1,19.7,0.0075,,
0.04,8,1.3,19.7,0.0075,,
0.0485,9,2.6,19.7,0.0075,,
0.056,10,4,19.7,0.007,,
0.0645,11,5.4,19.7,0.0075,,
0.073,12,6.5,19.7,0.0075,,
0.0815,13,7.7,19.7,0.0075,,
0.0895,14,8.8,19.7,0.0075,,
0.098,15,10,19.7,0.0075,,
0.1055,16,11.1,19.7,0.007,,
0.114,17,12.1,19.8,0.0075,,
0.1225,18,13,19.7,0.0075,,
0.131,19,13.9,19.8,0.0075,,
0.1395,20,14.7,19.8,0.0075,,
0.147,21,15.4,19.8,0.007,,
0.1555,22,16.1,19.8,0.0075,,
0.164,23,16.9,19.8,0.0075,,
0.172,24,17.6,19.8,0.0075,,
0.1805,25,18.2,19.8,0.0075,,
0.189,26,18.9,19.8,0.0075,,
0.1965,27,19.5,19.8,0.007,,
0.205,28,20.1,19.8,0.0075,,
0.2135,29,20.8,19.8,0.0075,,
0.222,30,21.4,19.8,0.0075,,
0.2305,31,22,19.8,0.0075,,
0.2385,32,22.6,19.8,0.0075,,
0.2465,33,23.1,19.8,0.0075,,
0.2545,34,23.7,19.8,0.0075,,
0.263,35,24.4,19.8,0.0075,,
0.2715,36,25.1,19.8,0.0075,,
0.28,37,25.8,19.8,0.0075,,
0.2885,38,26.4,19.8,0.007,,
0.296,39,26.9,19.8,0.007,,
0.3045,40,27.4,19.8,0.0075,,
0.313,41,28.1,19.8,0.0075,,
0.3215,42,28.6,19.8,0.0075,,
0.3295,43,29.3,19.8,0.0075,,
0.338,44,29.9,19.8,0.007,,
0.3455,45,30.4,19.8,0.007,,
0.354,46,31,19.8,0.0075,,
0.3625,47,31.6,19.8,0.0075,,
0.371,48,32.2,19.8,0.0075,,
0.3795,49,32.9,19.8,0.0075,,
0.388,50,33.4,19.8,0.0075,,
0.3955,51,34,19.8,0.007,,
0.404,52,34.6,19.8,0.0075,,
0.4125,53,35.3,19.8,0.0075,,
0.4205,54,35.8,19.8,0.0075,,
0.429,55,36.5,19.8,0.0075,,
0.4375,56,37,19.8,0.0075,,
0.445,57,37.6,19.8,0.007,,
0.4535,58,38.2,19.8,0.0075,,
0.462,59,38.8,19.8,0.0075,,
0.4705,60,39.4,19.8,0.0075,,
0.479,61,40,19.8,0.0075,,
0.487,62,40.5,19.8,0.0075,,
0.495,63,41.1,19.8,0.0075,,
0.503,64,41.7,19.8,0.0075,,
0.5115,65,42.3,19.8,0.0075,,
0.52,66,42.9,19.8,0.0075,,
0.5285,67,43.5,19.8,0.0075,,
0.537,68,44.1,19.8,0.0075,,
0.5445,69,44.7,19.8,0.007,,
0.553,70,45.4,19.8,0.0075,,
0.5615,71,46,19.8,0.0075,,
0.57,72,46.7,19.8,0.0075,,
0.578,73,47.3,19.8,0.0075,,
0.5865,74,48,19.8,0.0075,,
0.594,75,48.6,19.8,0.007,,
0.6025,76,49.2,19.8,0.0075,,
0.611,77,49.9,19.8,0.0075,,
0.6195,78,50.6,19.8,0.0075,,
0.628,79,51.2,19.8,0.0075,,
0.6355,80,51.8,19.8,0.007,,
0.644,81,52.4,19.8,0.0075,,
0.6525,82,53,19.8,0.0075,,
0.6605,83,53.7,19.8,0.0075,,
0.669,84,54.5,19.8,0.0075,,
0.6775,85,55.1,19.8,0.0075,,
0.685,86,55.7,19.8,0.007,,
0.6935,87,56.3,19.8,0.0075,,
0.702,88,56.9,19.8,0.0075,,
0.7105,89,57.6,19.8,0.0075,,
0.719,90,58.3,19.8,0.0075,,
0.727,91,58.9,19.8,0.0075,,
0.735,92,59.6,19.8,0.0075,,
0.743,93,60.3,19.8,0.0075,,
0.7515,94,61,19.8,0.0075,,
0.76,95,61.7,19.8,0.0075,,
0.7685,96,62.5,19.8,0.0075,,
0.777,97,63.3,19.8,0.007,,
0.7845,98,63.9,19.8,0.007,,
0.793,99,64.7,19.8,0.0075,,
0.8015,100,65.3,19.8,0.0075,,
0.8095,101,66,19.8,0.0075,,
0.818,102,66.9,19.8,0.0075,,
0.8265,103,67.6,19.8,0.0075,,
0.834,104,68.3,19.8,0.007,,
0.8425,105,69.1,19.8,0.0075,,
0.851,106,69.8,19.8,0.0075,,
0.8595,107,70.7,19.8,0.0075,,
0.868,108,71.6,19.8,0.0075,,
0.8765,109,72.4,19.8,0.007,,
0.884,110,73.1,19.8,0.007,,
0.8925,111,73.9,19.8,0.0075,,
